Date,Open,High,Low,Close,Adj Close,Volume
17-05-2006,9.244285583,9.385714531,9.152856827,9.322856903,8.09262085,188548500
18-05-2006,9.382857323,9.465714455,9.01714325,9.025713921,7.834685802,164610600
19-05-2006,9.037142754,9.268571854,8.974286079,9.215714455,7.999616146,246466500
22-05-2006,9.124285698,9.141428947,8.967143059,9.054286003,7.859489441,179743900
23-05-2006,9.265714645,9.312856674,9,9.021428108,7.830967903,173603500
24-05-2006,8.998571396,9.092857361,8.794285774,9.048571587,7.854532242,229007800
25-05-2006,9.180000305,9.20714283,9.041428566,9.18999958,7.977294445,115843000
26-05-2006,9.187143326,9.222857475,9.020000458,9.07857132,7.880570889,108237500
30-05-2006,9.041428566,9.04285717,8.745714188,8.745714188,7.591636658,140850500
31-05-2006,8.822856903,8.827142715,8.384285927,8.538571358,7.411828041,320244400
01-06-2006,8.550000191,8.89714241,8.502857208,8.881428719,7.709444046,235627000
02-06-2006,8.998571396,9.014286041,8.697142601,8.808571815,7.646200657,171446800
05-06-2006,8.735713959,8.735713959,8.567142487,8.571428299,7.440348625,151446400
06-06-2006,8.60285759,8.661428452,8.415714264,8.531428337,7.405629158,181509300
07-06-2006,8.58571434,8.62857151,8.33571434,8.365714073,7.261779308,187626600
08-06-2006,8.348571777,8.704285622,8.16428566,8.680000305,7.534595013,349370700
09-06-2006,8.739999771,8.794285774,8.442856789,8.462857246,7.346106052,193959500
12-06-2006,8.485713959,8.532856941,8.137143135,8.142857552,7.068334579,179446400
13-06-2006,8.229999542,8.442856789,8.194285393,8.332857132,7.233258724,270160800
14-06-2006,8.325714111,8.39714241,8.098571777,8.229999542,7.143975735,219534000
15-06-2006,8.185714722,8.534285545,8.107142448,8.48285675,7.363463879,297595900
16-06-2006,8.422857285,8.455714226,8.217143059,8.222857475,7.137775898,209525400
19-06-2006,8.261428833,8.311429024,8.142857552,8.17142868,7.093133926,176143800
20-06-2006,8.229999542,8.33571434,8.184286118,8.210000038,7.126616001,168243600
21-06-2006,8.248571396,8.387143135,8.185714722,8.265714645,7.174977303,215824000
22-06-2006,8.314285278,8.535714149,8.295714378,8.511428833,7.388267994,241408300
23-06-2006,8.531428337,8.595714569,8.390000343,8.404285431,7.295262814,165050900
26-06-2006,8.452857018,8.45714283,8.338571548,8.427143097,7.315104008,116634000
27-06-2006,8.441428185,8.460000038,8.199999809,8.204285622,7.121654034,137652900
28-06-2006,8.184286118,8.185714722,7.915714264,8.002857208,6.946807384,212676100
29-06-2006,8.108571053,8.441428185,8.055714607,8.424285889,7.312624454,218349600
30-06-2006,8.227143288,8.25,8.071428299,8.181428909,7.101815224,184923900
03-07-2006,8.217143059,8.311429024,8.191428185,8.278571129,7.186137199,48692700
05-07-2006,8.16428566,8.228571892,8.079999924,8.142857552,7.068334579,129560200
06-07-2006,8.155714035,8.199999809,7.94428587,7.967143059,6.915805817,158302200
07-07-2006,7.925714493,8.07857132,7.809999943,7.91428566,6.869923115,199840200
10-07-2006,7.95714283,8.069999695,7.785714149,7.857142925,6.820320129,132336400
11-07-2006,7.872857094,7.998571396,7.789999962,7.949999809,6.900926113,206255700
12-07-2006,7.881428719,7.891428471,7.559999943,7.565714359,6.567349434,231832300
13-07-2006,7.432857037,7.731428623,7.344285488,7.464285851,6.479305744,312476500
14-07-2006,7.5,7.55571413,7.165714264,7.238571644,6.283375263,248259200
17-07-2006,7.389999866,7.587142944,7.37857151,7.481428623,6.494184971,256135600
18-07-2006,7.594285488,7.692857265,7.407142639,7.557142735,6.559908867,250112100
19-07-2006,7.565714359,7.868571281,7.480000019,7.728571415,6.708715439,347685800
20-07-2006,8.708571434,8.798571587,8.531428337,8.642857552,7.502352715,493036600
21-07-2006,8.545714378,8.735713959,8.520000458,8.674285889,7.529634476,222973100
24-07-2006,8.751428604,8.87142849,8.632857323,8.774285316,7.616438866,180714100
25-07-2006,8.825714111,8.869999886,8.682857513,8.847143173,7.679680347,147267400
26-07-2006,8.857142448,9.234285355,8.811429024,9.124285698,7.920251846,224606900
27-07-2006,9.214285851,9.288571358,8.979999542,9.057143211,7.861969948,183761200
28-07-2006,9.134285927,9.382857323,9.071428299,9.369999886,8.133542061,172876900
31-07-2006,9.547142982,9.804286003,9.468571663,9.708571434,8.427436829,223210400
01-08-2006,9.60285759,9.704285622,9.420000076,9.597143173,8.330713272,177941400
02-08-2006,9.66428566,9.811429024,9.644286156,9.737142563,8.452238083,137692100
03-08-2006,9.701428413,10,9.687143326,9.941428185,8.6295681,210261100
04-08-2006,9.57857132,9.801428795,9.279999733,9.757143021,8.469599724,463216600
07-08-2006,9.674285889,9.942856789,9.472857475,9.601428986,8.334432602,311378200
08-08-2006,9.584285736,9.587142944,9.215714455,9.254285812,8.033096313,249466000
09-08-2006,9.347143173,9.37142849,9.057143211,9.084285736,7.885530472,238959700
10-08-2006,9.035714149,9.258571625,8.95714283,9.152856827,7.945055485,174440000
11-08-2006,9.032856941,9.161428452,8.93999958,9.092857361,7.892971039,194382300
14-08-2006,9.149999619,9.317142487,9.08571434,9.134285927,7.928934097,179405100
15-08-2006,9.334285736,9.5,9.257143021,9.492856979,8.240187645,215338200
16-08-2006,9.58571434,9.724286079,9.475714684,9.711428642,8.429918289,195321000
17-08-2006,9.714285851,9.808571815,9.597143173,9.655714035,8.381551743,145287100
18-08-2006,9.672857285,9.771428108,9.608571053,9.701428413,8.421236038,134088500
21-08-2006,9.614285469,9.615714073,9.449999809,9.508571625,8.253827095,131556600
22-08-2006,9.525713921,9.760000229,9.5,9.659999847,8.385271072,144242000
23-08-2006,9.714285851,9.807143211,9.562856674,9.615714073,8.346832275,134064700
24-08-2006,9.698571205,9.741428375,9.467143059,9.687143326,8.408835411,163797900
25-08-2006,9.619999886,9.864285469,9.615714073,9.821428299,8.525402069,135989700
28-08-2006,9.785714149,9.801428795,9.525713921,9.568571091,8.30591011,184540300
29-08-2006,9.569999695,9.608571053,9.302857399,9.497142792,8.243906975,236833100
30-08-2006,9.619999886,9.688570976,9.525713921,9.565713882,8.30342865,170035600
31-08-2006,9.611428261,9.757143021,9.522856712,9.692856789,8.413793564,143674300
01-09-2006,9.782856941,9.807143211,9.688570976,9.768571854,8.479519844,102123700
05-09-2006,9.85285759,10.21428585,9.79285717,10.21142864,8.863937378,253114400
06-09-2006,10.15428543,10.24142838,9.95714283,10.00428581,8.684129715,243525800
07-09-2006,10.08571434,10.49714279,10.03571415,10.39999962,9.02762413,316989400
08-09-2006,10.48142815,10.51000023,10.27285671,10.35999966,8.992900848,223980400
11-09-2006,10.34714317,10.53285694,10.20285702,10.35714245,8.990423203,237281100
12-09-2006,10.40142822,10.49285698,10.20714283,10.3757143,9.006543159,421171800
13-09-2006,10.40714264,10.61714268,10.32857132,10.60000038,9.201231956,286534500
14-09-2006,10.53142834,10.66714287,10.49428558,10.59571457,9.197512627,200432400
15-09-2006,10.65714264,10.71142864,10.47000027,10.58571434,9.18883419,245463400
18-09-2006,10.54285717,10.69428539,10.47142887,10.55571461,9.162790298,176319500
19-09-2006,10.58571434,10.62285709,10.39999962,10.53857136,9.147909164,177512300
20-09-2006,10.6257143,10.81142902,10.60285759,10.7514286,9.332677841,205697800
21-09-2006,10.75,10.86571407,10.57428551,10.66428566,9.257036209,198531200
22-09-2006,10.61428547,10.61999989,10.36857128,10.4285717,9.052425385,166278000
25-09-2006,10.54428577,10.83714294,10.53142834,10.8214283,9.3934412,214748100
26-09-2006,10.88285732,11.11142826,10.87142849,11.08714294,9.624093056,275737000
27-09-2006,11.02428532,11.06714249,10.83142853,10.91571426,9.475287437,202593300
28-09-2006,11.00285721,11.06857109,10.85000038,11.0014286,9.549689293,180902400
29-09-2006,11.01571465,11.07428551,10.95428562,10.99714279,9.54597187,101453100
02-10-2006,10.72857189,10.83857155,10.61428547,10.69428539,9.283074379,178159800
03-10-2006,10.63571453,10.70714283,10.45571423,10.58285713,9.186351776,197677200
04-10-2006,10.58571434,10.77999973,10.45142841,10.76857185,9.347561836,207270700
05-10-2006,10.64714241,10.88000011,10.59000015,10.68999958,9.279355049,170970800
06-10-2006,10.63142872,10.72000027,10.54428577,10.60285759,9.203714371,116739700
09-10-2006,10.54285717,10.72571468,10.50428581,10.66142845,9.254554749,109555600
10-10-2006,10.64857101,10.65428543,10.43999958,10.54428577,9.152871132,132897100
11-10-2006,10.48857117,10.56857109,10.37142849,10.46142864,9.080946922,142963800
12-10-2006,10.51571465,10.77000046,10.51428604,10.7514286,9.332677841,148213800
13-10-2006,10.804286,10.98285675,10.6771431,10.71714306,9.302916527,171049200
16-10-2006,10.74142838,10.84000015,10.68428612,10.77142811,9.350040436,127173200
17-10-2006,10.72000027,10.75285721,10.57714272,10.61285686,9.212392807,120231300
18-10-2006,10.6785717,10.76714325,10.55857182,10.64714241,9.242153168,283476900
19-10-2006,11.3228569,11.42142868,11.16571426,11.28428555,9.795221329,378244300
20-10-2006,11.28142834,11.4271431,11.23857117,11.42142868,9.914265633,159853400
23-10-2006,11.4271431,11.69999981,11.39285755,11.63714314,10.10151386,208126800
24-10-2006,11.60142899,11.66857147,11.45714283,11.57857132,10.05067062,115803100
25-10-2006,11.62142849,11.71428585,11.5728569,11.66857147,10.12879562,121303700
26-10-2006,11.69999981,11.80000019,11.59000015,11.74142838,10.19203949,108189200
27-10-2006,11.6785717,11.77857113,11.43000031,11.48714256,9.971311569,148741600
30-10-2006,11.4271431,11.55714321,11.35714245,11.48857117,9.972548485,124979400
31-10-2006,11.63571453,11.66857147,11.46142864,11.58285713,10.05439186,125368600
01-11-2006,11.58571434,11.6257143,11.19428539,11.30857182,9.816303253,152798100
02-11-2006,11.27428532,11.33142853,11.21428585,11.28285694,9.793978691,116370800
03-11-2006,11.33714294,11.36142826,11.11285686,11.18428612,9.708417892,107972200
06-11-2006,11.27857113,11.43714333,11.20428562,11.38714314,9.884504318,108644200
07-11-2006,11.49285698,11.5714283,11.4471426,11.5014286,9.983710289,131483100
08-11-2006,11.43142891,11.81285667,11.41285706,11.77857113,10.2242794,172729200
09-11-2006,11.84285736,12.09857178,11.73142815,11.90571404,10.33464622,230763400
10-11-2006,11.93571472,11.94285679,11.78571415,11.8742857,10.30736446,93466100
13-11-2006,11.88857174,12.06428528,11.80571461,12.05000019,10.45989037,112668500
14-11-2006,12.11428547,12.14285755,11.98571396,12.14285755,10.54049587,147238700
15-11-2006,12.14999962,12.27142811,12,12.00714302,10.42269039,163830800
16-11-2006,12.1242857,12.32857132,12.08857155,12.22999954,10.6161375,173485200
17-11-2006,12.16285706,12.27714252,12.14285755,12.26428604,10.64589977,116606000
20-11-2006,12.19999981,12.4285717,12.17142868,12.35285759,10.72278595,142698500
21-11-2006,12.48857117,12.65714264,12.44428539,12.65714264,10.98691559,155666700
22-11-2006,12.71285725,12.96428585,12.55000019,12.90142822,11.19896698,167985300
24-11-2006,12.78999996,13.29714298,12.78571415,13.09000015,11.36265469,129669400
27-11-2006,13.21571445,13.30857182,12.78571415,12.79142857,11.10348034,268709000
28-11-2006,12.90857124,13.13857174,12.84428596,13.11571407,11.38497448,259043400
29-11-2006,13.28571415,13.30714321,12.89285755,13.11428547,11.38373566,289270800
30-11-2006,13.17285728,13.23999977,13.00857162,13.09428596,11.36637592,217621600
01-12-2006,13.11428547,13.18999958,12.87142849,13.04571438,11.32421303,198769900
04-12-2006,13.1257143,13.14999962,12.9285717,13.01714325,11.29941177,177384200
05-12-2006,13.09285736,13.18999958,12.98142815,13.03857136,11.3180151,165709600
06-12-2006,12.94857121,13.05571461,12.81000042,12.83285713,11.13944626,159546100
07-12-2006,12.86142826,12.9285717,12.41428566,12.43428612,10.79346848,251206900
08-12-2006,12.46142864,12.77000046,12.4285717,12.60857105,10.9447546,196069300
11-12-2006,12.69999981,12.75714302,12.57857132,12.6785717,11.00551796,124945100
12-12-2006,12.65857124,12.69142818,12.21857166,12.30571461,10.68186378,256655000
13-12-2006,12.56428528,12.72428608,12.44999981,12.72142887,11.04271984,214263000
14-12-2006,12.72142887,12.85714245,12.60857105,12.64999962,10.98071671,208082700
15-12-2006,12.71714306,12.74571419,12.47571468,12.53142834,10.87779236,184984800
18-12-2006,12.51857185,12.5714283,12.08428574,12.21000004,10.59877777,180394200
19-12-2006,12.10428524,12.38285732,11.945714,12.32999992,10.70294094,227851400
20-12-2006,12.35285759,12.38142872,12.10571384,12.10857105,10.51073551,141922900
21-12-2006,12.10000038,12.21142864,11.74285698,11.84285736,10.28008556,225899800
22-12-2006,11.92285728,12.00571442,11.65714264,11.74285698,10.19328022,153325900
26-12-2006,11.73571396,11.79571438,11.55571461,11.64428616,10.10771656,122672200
27-12-2006,11.16428566,11.71428585,10.96714306,11.64571476,10.10895538,483938700
28-12-2006,11.46000004,11.60714245,11.37857151,11.5528574,10.02835274,279969200
29-12-2006,11.99285698,12.19999981,11.90857124,12.11999989,10.52065372,269107300
03-01-2007,12.32714272,12.36857128,11.69999981,11.97142887,10.39169025,309579900
04-01-2007,12.00714302,12.27857113,11.97428608,12.23714256,10.6223402,211815100
05-01-2007,12.25285721,12.31428528,12.05714321,12.14999962,10.54669476,208685400
08-01-2007,12.27999973,12.36142826,12.18285751,12.21000004,10.59877777,199276700
09-01-2007,12.35000038,13.28285694,12.16428566,13.22428608,11.47922134,837324600
10-01-2007,13.53571415,13.97142887,13.35000038,13.85714245,12.02856541,738220000
11-01-2007,13.70571423,13.82571411,13.58571434,13.68571472,11.87975788,360063200
12-01-2007,13.51285744,13.57999992,13.31857109,13.51714325,11.73343086,328172600
16-01-2007,13.66857147,13.89285755,13.63571453,13.87142849,12.04096699,311019100
17-01-2007,13.93714333,13.94285679,13.54571438,13.56428528,11.77435493,411565000
18-01-2007,13.15714264,13.15857124,12.72142887,12.72428608,11.04520035,591151400
19-01-2007,12.66142845,12.80714321,12.58857155,12.64285755,10.97451973,341118400
22-01-2007,12.73428535,12.73714256,12.23571396,12.39857101,10.76246452,363506500
23-01-2007,12.24714279,12.5014286,12.21571445,12.24285698,10.62729931,301856100
24-01-2007,12.38285732,12.44999981,12.29714298,12.38571453,10.75130463,231953400
25-01-2007,12.44428539,12.64285755,12.28999996,12.3214283,10.69550323,226493400
26-01-2007,12.44428539,12.48142815,12.14142895,12.1971426,10.58761883,246718500
29-01-2007,12.32857132,12.37857151,12.21857166,12.27714252,10.65705967,225416100
30-01-2007,12.34714317,12.35571384,12.1785717,12.22142887,10.6086998,144492600
31-01-2007,12.12285709,12.28571415,12.05000019,12.24714279,10.63101959,214017300
01-02-2007,12.31857109,12.32428551,12.10571384,12.10571384,10.5082531,166085500
02-02-2007,12.01714325,12.1785717,11.95714283,12.10714245,10.50949574,155382500
05-02-2007,12.04285717,12.17571449,11.99142838,11.99142838,10.40904903,144713100
06-02-2007,12.06428528,12.06714249,11.83714294,12.02142811,10.43509007,216098400
07-02-2007,12.06857109,12.34000015,11.93571472,12.30714321,10.68310356,266706300
08-02-2007,12.20428562,12.35857105,12.20142841,12.31142902,10.68682289,169757700
09-02-2007,12.26857185,12.31428528,11.88714314,11.89571476,10.32596588,215135200
12-02-2007,12.06142902,12.16857147,11.9471426,12.1257143,10.52561569,181017900
13-02-2007,12.16571426,12.18428612,12.04285717,12.10000038,10.50329399,145246500
14-02-2007,12.09000015,12.23428535,12.08142853,12.18571472,10.57769871,126995400
15-02-2007,12.20571423,12.23142815,12.11142826,12.17285728,10.56653595,90915300
16-02-2007,12.1785717,12.20142841,12.09428596,12.11857128,10.51941681,99967000
20-02-2007,12.09285736,12.30857182,12.02285671,12.27142811,10.65209961,154425600
21-02-2007,12.28285694,12.78428555,12.27999973,12.74285698,11.06131935,288828400
22-02-2007,12.97142887,12.97285748,12.64714241,12.78714275,11.09976292,209556200
23-02-2007,12.73714256,12.90571404,12.69285679,12.72428608,11.04520035,129473400
26-02-2007,12.83428574,12.85714245,12.51571465,12.64428616,10.97575569,153962200
27-02-2007,12.32857132,12.43999958,11.91571426,11.98999977,10.40780926,286453300
28-02-2007,11.85714245,12.22857189,11.85714245,12.08714294,10.49213219,229868800
01-03-2007,12.00428581,12.61571407,11.96428585,12.43714333,10.79594994,353882200
02-03-2007,12.39571476,12.50571442,12.17285728,12.20142841,10.59133911,215000100
05-03-2007,12.27000046,12.66428566,12.2514286,12.33142853,10.70418358,209724900
06-03-2007,12.54285717,12.61571407,12.48571396,12.59857178,10.93607616,180796700
07-03-2007,12.57857132,12.71000004,12.49285698,12.53142834,10.87779236,156571100
08-03-2007,12.65571404,12.67428589,12.49428558,12.5714283,10.91251469,127752800
09-03-2007,12.68571472,12.69285679,12.48571396,12.56714249,10.90879059,112959000
12-03-2007,12.58142853,12.85571384,12.56999969,12.83857155,11.14440632,182352100
13-03-2007,12.77285671,12.94285679,12.62857151,12.62857151,10.96211624,216972700
14-03-2007,12.65714264,12.85714245,12.56000042,12.85714245,11.16052628,199146500
15-03-2007,12.85142899,12.90857124,12.75857162,12.79571438,11.10720253,139874700
16-03-2007,12.79142857,12.85571384,12.76000023,12.79857159,11.10968304,142926000
19-03-2007,12.89142895,13.07857132,12.79857159,13.01857185,11.30065155,178240300
20-03-2007,13.05000019,13.11999989,13.00857162,13.06857109,11.34405422,122229100
21-03-2007,13.14142895,13.4285717,13.09285736,13.40999985,11.64042664,171724000
22-03-2007,13.39000034,13.47999954,13.28571415,13.42285728,11.65158653,140373100
23-03-2007,13.33571434,13.43857098,13.32857132,13.35999966,11.59702682,112721000
26-03-2007,13.4271431,13.69999981,13.32857132,13.69285679,11.88595963,216246800
27-03-2007,13.67285728,13.83285713,13.5714283,13.63714314,11.83759594,233013200
28-03-2007,13.554286,13.62857151,13.30714321,13.31999969,11.56230164,235584300
29-03-2007,13.45571423,13.45571423,13.17571449,13.39285755,11.62554932,181430900
30-03-2007,13.46857166,13.52571392,13.25,13.27285671,11.52138138,150139500
02-04-2007,13.44857121,13.46428585,13.28857136,13.37857151,11.61314774,125498100
03-04-2007,13.44857121,13.60428524,13.39428616,13.5,11.71855164,145983600
04-04-2007,13.56285667,13.59142876,13.4471426,13.46714306,11.69002914,119196000
05-04-2007,13.445714,13.52571392,13.35999966,13.52571392,11.74087334,88879000
09-04-2007,13.60142899,13.61428547,13.29142857,13.37857151,11.61314774,103335400
10-04-2007,13.38142872,13.46571445,13.34428596,13.46428585,11.68755245,88116700
11-04-2007,13.41428566,13.42142868,13.18999958,13.22714329,11.48169899,137254600
12-04-2007,13.14857101,13.18714333,12.96000004,13.17000008,11.43209648,164168900
13-04-2007,12.98571396,13.05714321,12.86571407,12.89142895,11.19028664,179985400
16-04-2007,12.93857098,13.0714283,12.89285755,13.06142902,11.33785343,152258400
17-04-2007,13.14285755,13.18571472,12.81428528,12.90714264,11.20392513,187980100
18-04-2007,12.88000011,12.97857189,12.80000019,12.91428566,11.21012688,116011000
19-04-2007,12.88428593,13.03571415,12.83285713,12.89571476,11.19400692,106478400
20-04-2007,12.98428535,13.02571392,12.93571472,12.99571419,11.28081131,130694900
23-04-2007,13.08428574,13.39999962,13.06000042,13.35857105,11.59578514,195072500
24-04-2007,13.42285728,13.77000046,13.04285717,13.31999969,11.56230164,263813200
25-04-2007,13.46142864,13.62857151,13.39999962,13.62142849,11.82395744,296786000
26-04-2007,14.51142883,14.64285755,14.04285717,14.11999989,12.25673485,434444500
27-04-2007,14.02571392,14.27857113,13.95571423,14.27428532,12.3906641,174850900
30-04-2007,14.29857159,14.4285717,14.23857117,14.25714302,12.37578106,154127400
01-05-2007,14.22714329,14.33571434,14.07857132,14.21000004,12.33485794,133130900
02-05-2007,14.23571396,14.36285686,14.21000004,14.34142876,12.44894695,126286300
03-05-2007,14.39000034,14.49285698,14.28714275,14.34285736,12.45018482,144019400
04-05-2007,14.39999962,14.51428604,14.35714245,14.40142822,12.50102901,95496800
07-05-2007,14.43999958,14.90714264,14.43000031,14.84571457,12.88668633,215389300
08-05-2007,14.78142834,15.02142811,14.77428532,15.00857162,13.02805424,195999300
09-05-2007,14.98714256,15.27999973,14.98428535,15.26857185,13.25374126,179439400
10-05-2007,15.23285675,15.54857159,15.13142872,15.33428574,13.31078529,299314400
11-05-2007,15.39142895,15.59000015,15.25428581,15.53428555,13.48439503,163424100
